AIRLINE,ORIGIN,DESTINAT,RDEPDATE,DEPTIME,RARRDATE,ARRTIME,CLASS
AF,NTE,AMS,03/21/2016,11:55,03/21/2016,13:30,K
AF,NTE,CDG,03/08/2016,6:30,03/08/2016,7:35,A
AF,MRS,BOD,03/15/2016,18:55,03/15/2016,20:05,L
AF,BOD,MRS,04/26/2016,7:55,04/26/2016,9:00,R
AF,TRN,CDG,04/08/2016,18:50,04/08/2016,20:15,R
AF,LIL,TLS,03/23/2016,6:55,03/23/2016,8:25,S
AF,ORY,MAD,03/31/2016,7:10,03/31/2016,9:10,X
AF,ORY,BES,03/15/2016,7:00,03/15/2016,8:10,W
EK,CDG,DXB,04/14/2016,21:50,04/15/2016,6:30,B
EK,MCT,DXB,04/18/2016,14:30,04/18/2016,15:35,M
EK,CDG,DXB,04/14/2016,21:50,04/15/2016,6:30,B
EK,MCT,DXB,04/18/2016,14:30,04/18/2016,15:35,M
AF,ORY,MPL,03/15/2016,7:00,03/15/2016,8:15,S
CZ,PVG,TPE,03/27/2016,14:10,03/27/2016,15:55,V
AF,CDG,BCN,04/18/2016,17:55,04/18/2016,19:35,E
AF,NCE,CDG,04/11/2016,13:05,04/11/2016,14:40,R
LX,LYS,ZRH,03/29/2016,10:15,03/29/2016,11:25,H
AF,LYS,CFR,03/17/2016,8:35,03/17/2016,9:50,W
AF,MPL,ORY,03/23/2016,6:40,03/23/2016,8:00,Y
AF,LIL,TLS,03/22/2016,6:55,03/22/2016,8:25,L
AF,LIL,TLS,03/29/2016,17:45,03/29/2016,19:15,A
A5,BOD,LIL,04/01/2016,19:15,04/01/2016,20:35,W
AF,ORY,BOD,03/16/2016,7:20,03/16/2016,8:25,W
AF,LHR,CDG,03/23/2016,17:50,03/23/2016,20:00,C
AF,CDG,MEX,06/06/2016,11:20,06/06/2016,16:10,I
AF,CDG,BOS,04/03/2016,10:45,04/03/2016,12:31,U
AF,CDG,MAN,04/04/2016,18:20,04/04/2016,18:45,B
AF,BOD,CDG,04/13/2016,6:20,04/13/2016,7:40,T
U2,ORY,SXF,04/10/2016,18:25,04/10/2016,20:05,Y
AF,CDG,MRS,03/15/2016,7:15,03/15/2016,8:40,S
AF,CDG,NCE,03/29/2016,7:15,03/29/2016,8:45,S
AF,ORY,BOD,03/22/2016,7:20,03/22/2016,8:25,W
AF,LYS,NTE,04/05/2016,8:55,04/05/2016,10:10,R
AF,ORY,TLS,03/29/2016,8:05,03/29/2016,9:15,V
U2,TLS,LYS,04/06/2016,18:00,04/06/2016,19:00,B
U2,TLS,LYS,04/06/2016,18:00,04/06/2016,19:00,B
BA,CDG,LHR,03/14/2016,11:45,03/14/2016,12:05,M
U2,EDI,CDG,03/15/2016,13:15,03/15/2016,16:05,Y
AF,CFE,CDG,03/15/2016,14:35,03/15/2016,15:40,W
AF,BOD,CDG,04/26/2016,6:20,04/26/2016,7:40,K
AF,JFK,CDG,04/29/2016,16:20,04/30/2016,5:40,U
V7,VCE,BOD,03/10/2016,15:05,03/10/2016,17:05,I
U2,BOD,MXP,03/09/2016,14:25,03/09/2016,15:55,Y
A5,NTE,BOD,03/15/2016,12:25,03/15/2016,13:10,U
AF,BIQ,ORY,03/21/2016,16:25,03/21/2016,17:45,N
T7,ORY,LIG,03/16/2016,9:00,03/16/2016,10:10,Y
AF,CDG,TXL,04/27/2016,10:10,04/27/2016,11:50,R
AF,CDG,TLS,03/22/2016,7:20,03/22/2016,8:40,W
AF,CDG,BCN,03/22/2016,7:40,03/22/2016,9:20,H
AF,CDG,MRS,03/15/2016,7:15,03/15/2016,8:40,S
AF,MRS,ORY,03/23/2016,7:05,03/23/2016,8:25,R
AF,ORY,BOD,03/23/2016,7:20,03/23/2016,8:25,W
LYRI,PARIS GARE LYON,GENEVE CFF,03/17/2016,,,,1
LYRI,GENEVE CFF,PARIS GARE LYON,03/17/2016,,,,1
AF,NTE,CDG,03/21/2016,14:25,03/21/2016,15:30,K
AF,NTE,AMS,04/20/2016,17:30,04/20/2016,19:00,H
U2,TLS,ORY,04/05/2016,10:15,04/05/2016,11:35,Y
U2,TLS,ORY,04/13/2016,8:40,04/13/2016,10:00,Y
VY,ORY,BCN,03/15/2016,17:25,03/15/2016,19:00,T
EK,CDG,DXB,04/14/2016,21:50,04/15/2016,6:30,B
EK,MCT,DXB,04/18/2016,14:30,04/18/2016,15:35,M
EK,CDG,DXB,04/14/2016,21:50,04/15/2016,6:30,B
EK,MCT,DXB,04/18/2016,14:30,04/18/2016,15:35,M
U2,LYS,LGW,03/21/2016,7:10,03/21/2016,7:45,Y
T7,ORY,LIG,03/16/2016,9:00,03/16/2016,10:10,Y
U2,GLA,CDG,04/03/2016,18:30,04/03/2016,21:25,B
AA,CDG,PHL,03/07/2016,11:00,03/07/2016,14:00,K
AA,CDG,PHL,03/07/2016,11:00,03/07/2016,14:00,K
AF,CDG,EDI,03/31/2016,10:10,03/31/2016,10:55,N
AF,CDG,NTE,03/18/2016,9:35,03/18/2016,10:40,Y
AF,ORY,BOD,03/16/2016,17:25,03/16/2016,18:30,S
AF,BOD,LYS,04/11/2016,6:55,04/11/2016,8:05,T
AF,BLQ,CDG,04/12/2016,17:50,04/12/2016,19:35,T
LH,TLS,MUC,05/10/2016,8:55,05/10/2016,10:40,V
AF,LYS,SXB,03/29/2016,8:45,03/29/2016,9:40,W
AF,BOD,LIL,04/28/2016,15:25,04/28/2016,16:45,V
AF,LIL,BOD,04/27/2016,8:25,04/27/2016,9:45,E
AF,TLS,LYS,03/23/2016,7:00,03/23/2016,8:00,Y
AF,ORY,MPL,03/20/2016,18:45,03/20/2016,20:00,T
AF,LHR,CDG,04/06/2016,17:45,04/06/2016,20:00,T
AF,LYS,NCE,03/22/2016,8:45,03/22/2016,9:40,L
AF,LRH,LYS,03/23/2016,17:00,03/23/2016,18:55,Y
A5,MRS,LIL,04/18/2016,20:20,04/18/2016,21:50,E
AF,ORY,BIQ,03/21/2016,8:45,03/21/2016,10:00,W
KL,LYS,AMS,04/20/2016,6:15,04/20/2016,7:55,L
AF,ORY,BIQ,03/21/2016,8:45,03/21/2016,10:00,W
AF,MRS,BOD,03/22/2016,6:00,03/22/2016,7:10,L
AF,ORY,MLH,04/12/2016,8:20,04/12/2016,9:35,U
LH,CDG,FRA,03/22/2016,7:15,03/22/2016,8:30,Q
AF,BOD,ORY,03/22/2016,18:00,03/22/2016,19:10,W
BA,TLS,LHR,04/13/2016,8:25,04/13/2016,9:25,Q
AF,ORY,MPL,03/22/2016,7:00,03/22/2016,8:15,B
AF,BOD,LIL,03/09/2016,19:20,03/09/2016,20:40,T
AF,LIL,BOD,03/09/2016,8:30,03/09/2016,9:45,A
AF,CDG,BOS,03/26/2016,10:55,03/26/2016,14:15,U
AF,LIL,LYS,03/16/2016,18:00,03/16/2016,19:20,S
AF,CDG,LHR,03/15/2016,7:25,03/15/2016,7:45,U
AF,MRS,ORY,03/24/2016,8:20,03/24/2016,9:40,U
AF,MRS,ORY,03/24/2016,8:20,03/24/2016,9:40,U
AF,MRS,ORY,03/24/2016,8:20,03/24/2016,9:40,U
AF,MRS,ORY,03/24/2016,8:20,03/24/2016,9:40,U
A5,LYS,LIL,03/14/2016,8:35,03/14/2016,9:50,W
LH,LYS,MUC,04/25/2016,17:05,04/25/2016,18:25,Q
AF,LYS,NCE,03/17/2016,8:45,03/17/2016,9:40,L
EI,DUB,GVA,03/11/2016,7:10,03/11/2016,10:15,G
AS,SNA,SEA,03/23/2016,15:45,03/23/2016,18:28,V
AF,CDG,ARN,03/15/2016,9:45,03/15/2016,12:15,M
AF,CDG,TUN,03/21/2016,7:15,03/21/2016,9:40,M
AF,CDG,MEX,06/06/2016,11:20,06/06/2016,16:10,I
AF,MPL,ORY,03/15/2016,9:00,03/15/2016,10:20,S
AF,ORY,MRS,03/14/2016,18:45,03/14/2016,20:00,B
AF,LYS,BOD,03/15/2016,7:05,03/15/2016,8:10,W
OK,CDG,PRG,04/19/2016,9:45,04/19/2016,11:30,A
OZ,CDG,ICN,03/27/2016,19:50,03/28/2016,13:50,W
AF,CDG,VCE,03/29/2016,7:25,03/29/2016,9:00,K
JJ,SDU,CGH,06/01/2016,11:15,06/01/2016,12:20,G
AF,LIL,BOD,03/21/2016,8:30,03/21/2016,9:45,U
KL,NTE,AMS,03/30/2016,6:50,03/30/2016,8:25,K
U2,NCE,ORY,04/04/2016,9:00,04/04/2016,10:30,B
AF,CDG,MRS,03/18/2016,7:15,03/18/2016,8:40,Y
AF,MRS,ORY,03/18/2016,17:30,03/18/2016,18:50,W
AF,ORY,BOD,03/21/2016,12:45,03/21/2016,13:50,M
AF,BOD,ORY,03/21/2016,19:20,03/21/2016,20:30,W
IB,AGP,MAD,04/16/2016,10:30,04/16/2016,11:45,O
AF,CDG,SVO,04/20/2016,9:35,04/20/2016,14:15,T
AF,MRS,ORY,03/24/2016,8:20,03/24/2016,9:40,U
LH,LYS,MUC,04/26/2016,9:00,04/26/2016,10:20,T
KL,NTE,AMS,05/02/2016,6:50,05/02/2016,8:25,B
AF,CDG,CFE,03/18/2016,20:50,03/18/2016,21:50,Y
AF,LIL,LYS,03/22/2016,6:45,03/22/2016,7:55,S
AF,CDG,LHR,03/17/2016,7:25,03/17/2016,7:45,Y
AF,NTE,LIL,03/21/2016,7:30,03/21/2016,8:35,A
U2,CDG,BFS,03/21/2016,20:45,03/21/2016,21:30,B
LH,LYS,FRA,03/22/2016,18:50,03/22/2016,20:15,S
IB,FCO,LYS,03/24/2016,13:00,03/24/2016,14:35,O
AF,ORY,MPL,02/18/2016,9:00,02/18/2016,10:15,S
U2,CDG,BFS,03/21/2016,20:45,03/21/2016,21:30,B
EI,DUB,CDG,03/24/2016,10:10,03/24/2016,12:50,U
LYRI,PARIS GARE LYON,GENEVE CFF,03/17/2016,,,,1
LYRI,GENEVE CFF,PARIS GARE LYON,03/17/2016,,,,1
BA,LHR,ORY,06/10/2016,19:00,06/10/2016,21:20,N
AF,CDG,MAD,03/23/2016,7:15,03/23/2016,9:20,K
AF,CDG,AMS,03/29/2016,8:45,03/29/2016,10:00,M
AF,CDG,MAD,03/23/2016,7:15,03/23/2016,9:20,K
AF,ORY,BIQ,04/21/2016,7:10,04/21/2016,8:30,R
IB,AMS,BCN,04/07/2016,7:00,04/07/2016,9:15,Q
AF,TLS,ORY,03/22/2016,6:00,03/22/2016,7:20,K
AF,CDG,LHR,03/17/2016,13:25,03/17/2016,13:45,Y
U2,LYS,TLS,04/08/2016,18:00,04/08/2016,19:05,W
AF,TLS,LYS,04/06/2016,7:00,04/06/2016,8:00,L
AF,ORY,NCE,05/09/2016,11:10,05/09/2016,12:35,A
AF,CDG,TLS,03/24/2016,7:20,03/24/2016,8:40,Y
AF,CDG,BCN,03/22/2016,7:40,03/22/2016,9:20,B
AF,CDG,BHX,03/22/2016,18:45,03/22/2016,19:00,U
U2,CDG,BFS,03/22/2016,20:45,03/22/2016,21:30,B
SN,GVA,BRU,04/11/2016,8:10,04/11/2016,9:30,W
U2,BRU,GVA,04/12/2016,17:20,04/12/2016,18:35,Y
AF,LYS,BRU,03/21/2016,8:30,03/21/2016,9:50,Q
AF,CFR,LYS,03/17/2016,13:30,03/17/2016,14:40,W
AF,CDG,GVA,03/20/2016,16:15,03/20/2016,17:25,L
AF,CDG,TLV,04/16/2016,10:50,04/16/2016,16:20,Z
AF,ORY,BES,03/18/2016,7:00,03/18/2016,8:10,W
AF,NTE,BRU,04/18/2016,16:00,04/18/2016,17:20,T
AF,NTE,BRU,04/18/2016,16:00,04/18/2016,17:20,T
AF,NTE,BRU,04/18/2016,16:00,04/18/2016,17:20,T
AF,TLS,ORY,03/22/2016,6:00,03/22/2016,7:20,W
TP,OPO,ORY,03/23/2016,6:20,03/23/2016,9:30,O
A5,TLS,LYS,03/22/2016,20:15,03/22/2016,21:15,M
BA,LYS,LHR,04/18/2016,10:05,04/18/2016,10:50,V
A3,CDG,ATH,03/27/2016,12:15,03/27/2016,16:30,L
AF,CDG,AMS,03/21/2016,12:40,03/21/2016,13:55,M
AF,CDG,AMS,03/21/2016,12:40,03/21/2016,13:55,M
AF,BIQ,ORY,03/23/2016,9:05,03/23/2016,10:25,U
AF,CDG,MEX,06/06/2016,11:20,06/06/2016,16:10,M
AF,BOD,ORY,04/25/2016,7:25,04/25/2016,8:35,W
AF,BOD,ORY,04/04/2016,7:25,04/04/2016,8:35,W
BA,ORY,LHR,03/15/2016,7:40,03/15/2016,8:00,Q
AF,ORY,MPL,03/11/2016,9:00,03/11/2016,10:15,S
AF,CDG,DUS,10/24/2016,10:15,10/24/2016,11:25,M
AF,CDG,BCN,03/15/2016,12:50,03/15/2016,14:30,Y
AF,CDG,BOS,03/29/2016,16:35,03/29/2016,18:15,U
AF,CDG,GVA,03/15/2016,7:15,03/15/2016,8:25,B
MU,SZX,NKG,04/05/2016,17:40,04/05/2016,20:00,Y
KL,LYS,AMS,03/28/2016,13:55,03/28/2016,15:40,L
CX,TPE,HKG,03/30/2016,18:45,03/30/2016,20:45,Y
LH,TLS,FRA,03/20/2016,6:50,03/20/2016,8:45,Y
AF,ORY,CFE,03/31/2016,7:20,03/31/2016,8:15,Y
AF,ORY,CFE,03/31/2016,7:20,03/31/2016,8:15,Y
AF,ORY,CFE,03/31/2016,7:20,03/31/2016,8:15,Y
A5,ORY,BES,03/18/2016,7:00,03/18/2016,8:10,W
AF,ORY,MRS,03/23/2016,7:10,03/23/2016,8:25,W
AF,ORY,MRS,03/30/2016,7:15,03/30/2016,8:30,W
AF,CDG,NCE,06/06/2016,7:15,06/06/2016,8:45,V
LX,CDG,ZRH,04/06/2016,7:00,04/06/2016,8:10,B
U2,CDG,TLS,03/22/2016,12:30,03/22/2016,13:55,Y
AF,CDG,LHR,03/17/2016,7:25,03/17/2016,7:45,Y
AF,CDG,AMS,03/18/2016,7:50,03/18/2016,9:10,Y
AF,CDG,FIH,03/20/2016,10:35,03/20/2016,18:30,R
T7,ORY,PGX,04/06/2016,8:45,04/06/2016,10:05,Q
AF,ORY,MPL,03/16/2016,9:00,03/16/2016,10:15,S
AF,ORY,NCE,03/17/2016,9:20,03/17/2016,10:40,M
AF,CDG,MUC,04/11/2016,15:55,04/11/2016,17:25,L
AF,MRS,ORY,03/22/2016,9:10,03/22/2016,10:30,S
VY,BCN,ORY,03/22/2016,19:15,03/22/2016,21:00,R
AF,CDG,FRA,05/09/2016,18:40,05/09/2016,20:00,E
AF,ORY,LIN,04/11/2016,7:30,04/11/2016,8:55,U
AZ,LIN,BCN,04/12/2016,10:40,04/12/2016,12:10,S
AF,BCN,CDG,04/13/2016,19:25,04/13/2016,21:20,T
AF,LIL,TLS,03/21/2016,6:55,03/21/2016,8:25,Y
AF,TLS,ORY,03/21/2016,18:40,03/21/2016,20:00,W
AF,ORY,TLS,03/22/2016,7:20,03/22/2016,8:30,W
IB,ORY,BCN,04/01/2016,17:20,04/01/2016,18:55,A
IB,ORY,BCN,04/01/2016,17:20,04/01/2016,18:55,A
AF,CDG,BCN,04/06/2016,7:40,04/06/2016,9:20,T
TP,ORY,OPO,04/07/2016,7:00,04/07/2016,8:05,E
TP,LYS,LIS,03/29/2016,12:30,03/29/2016,13:55,P
AF,BOD,BRU,05/02/2016,7:05,05/02/2016,9:45,L
U2,NCE,ORY,04/25/2016,9:00,04/25/2016,10:30,B
A5,LIL,MRS,03/23/2016,7:00,03/23/2016,8:30,W
AF,CDG,MRS,03/29/2016,7:20,03/29/2016,8:45,A
AF,BOD,BRU,03/21/2016,7:10,03/21/2016,9:45,Q
DL,DCA,ATL,04/14/2016,18:00,04/14/2016,20:11,S
AF,CDG,IAD,04/10/2016,13:45,04/10/2016,16:15,L
UA,CDG,EWR,04/05/2016,9:45,04/05/2016,12:00,Q
AF,CDG,BCN,04/09/2016,7:40,04/09/2016,9:20,E
AF,MRS,ORY,03/21/2016,15:00,03/21/2016,16:20,B
LH,CDG,FRA,05/01/2016,10:40,05/01/2016,11:55,K
LH,CDG,FRA,05/01/2016,10:40,05/01/2016,11:55,K
LH,CDG,FRA,05/01/2016,10:40,05/01/2016,11:55,K
AF,GVA,CDG,03/29/2016,10:30,03/29/2016,11:40,Q
AF,PUF,ORY,04/12/2016,6:45,04/12/2016,8:05,Q
B0,CDG,EWR,04/16/2016,11:30,04/16/2016,14:10,S
AF,TLS,NTE,03/30/2016,8:05,03/30/2016,9:05,Y
AF,TLS,ORY,03/31/2016,6:00,03/31/2016,7:20,W
AF,TLS,ORY,04/05/2016,8:30,04/05/2016,9:50,W
AF,TLS,ORY,04/07/2016,6:00,04/07/2016,7:20,W
AF,TLS,ORY,04/08/2016,6:00,04/08/2016,7:20,B
AF,TLS,LYS,04/11/2016,7:00,04/11/2016,8:00,A
AF,ORY,PUF,03/29/2016,8:45,03/29/2016,10:05,M
AF,TLS,ORY,03/21/2016,16:15,03/21/2016,17:35,W
DL,DCA,ATL,04/14/2016,18:00,04/14/2016,20:11,S
AF,CDG,IAD,04/10/2016,13:45,04/10/2016,16:15,Q
AF,ORY,NCE,05/09/2016,13:55,05/09/2016,15:20,V
CE,MPL,BOD,05/30/2016,9:30,05/30/2016,10:45,E
AF,ORY,LIN,04/11/2016,7:30,04/11/2016,8:55,U
AF,BOD,ORY,03/23/2016,6:10,03/23/2016,7:20,W
AF,TLN,ORY,03/23/2016,6:55,03/23/2016,8:25,W
AF,CDG,TUN,03/29/2016,10:15,03/29/2016,11:40,U
U2,NCE,ORY,04/12/2016,17:00,04/12/2016,18:30,W
AF,BOD,CDG,04/13/2016,6:20,04/13/2016,7:40,T
AF,LIL,MRS,01/11/2016,7:00,01/11/2016,8:30,Y
AF,ORY,NCE,04/01/2016,6:40,04/01/2016,8:05,U
A3,ATH,VIE,03/24/2016,9:10,03/24/2016,10:30,W
LH,VIE,MUC,03/24/2016,16:45,03/24/2016,17:45,Y
AF,ORY,MRS,03/30/2016,7:15,03/30/2016,8:30,W
AF,ORY,CFE,03/29/2016,7:20,03/29/2016,8:15,W
OS,PRG,VIE,03/24/2016,8:15,03/24/2016,9:15,M
AF,ORY,NCE,03/23/2016,6:30,03/23/2016,7:50,Y
AF,ORY,BOD,03/24/2016,6:30,03/24/2016,7:35,W
AF,ORY,MRS,04/06/2016,8:30,04/06/2016,9:45,H
AF,CDG,LHR,04/06/2016,7:30,04/06/2016,7:50,Y
AF,CDG,MAD,04/18/2016,9:55,04/18/2016,12:00,H
AF,ORY,LIN,04/11/2016,11:10,04/11/2016,12:35,K
U2,NTE,LGW,04/25/2016,13:30,04/25/2016,13:45,B
AF,LIL,LYS,03/30/2016,6:40,03/30/2016,7:55,S
AF,LIL,LYS,03/23/2016,18:00,03/23/2016,19:20,S
AF,CDG,TLS,03/24/2016,7:20,03/24/2016,8:40,W
AF,PUF,ORY,03/29/2016,6:45,03/29/2016,8:05,W
AF,TLS,ORY,04/07/2016,18:55,04/07/2016,20:15,W
AF,ORY,BIQ,03/24/2016,8:45,03/24/2016,10:00,W
BA,GVA,LHR,04/04/2016,7:30,04/04/2016,8:15,K
AF,TLN,ORY,03/23/2016,6:55,03/23/2016,8:25,W
AF,TLS,ORY,03/29/2016,16:20,03/29/2016,17:40,A
AF,ORY,BOD,03/23/2016,8:40,03/23/2016,9:45,W
AF,MPL,ORY,03/22/2016,16:55,03/22/2016,18:15,Y
TP,OPO,ORY,03/22/2016,16:05,03/22/2016,19:15,D
AF,TLN,ORY,03/31/2016,6:40,03/31/2016,8:10,A
AF,ORY,TLS,04/01/2016,18:25,04/01/2016,19:35,W
AF,TLS,ORY,03/30/2016,6:55,03/30/2016,8:15,W
XK,NCE,AJA,03/29/2016,11:45,03/29/2016,12:30,W
XK,BIA,NCE,04/01/2016,7:30,04/01/2016,8:15,W
BA,CDG,PHL,04/05/2016,13:20,04/05/2016,15:50,M
AF,CDG,LIS,06/28/2016,9:40,06/28/2016,11:10,M
VY,ORY,BCN,06/04/2016,17:20,06/04/2016,18:55,D
AF,ORY,MAD,06/15/2016,7:10,06/15/2016,9:10,T
VY,ORY,IBZ,07/06/2016,11:50,07/06/2016,13:50,D
AF,CDG,ATH,07/18/2016,7:15,07/18/2016,11:25,M
AF,CDG,ATH,07/18/2016,7:15,07/18/2016,11:25,M
VY,ORY,BCN,06/06/2016,7:00,06/06/2016,8:35,D
VY,ORY,IBZ,07/06/2016,11:50,07/06/2016,13:50,D
QR,CDG,DOH,03/27/2016,16:40,03/28/2016,,V
AF,CDG,GVA,03/23/2016,7:15,03/23/2016,8:25,Y
AF,LYS,NCE,04/05/2016,8:30,04/05/2016,9:25,B
SU,SVO,VIE,03/24/2016,10:50,03/24/2016,11:45,L
AF,MRS,ORY,04/12/2016,8:40,04/12/2016,10:00,H
AF,ORY,NCE,03/29/2016,6:40,03/29/2016,8:05,M
